Total_Cases_With_Valid_Dates,Single_Call_Cases,Multiple_Call_Cases,Average_Duration_Days,Median_Duration_Days,Min_Duration_Days,Max_Duration_Days,Std_Duration_Days,Average_Duration_Multiple_Calls_Only,Analysis_Date
1523,241,1282,78.93827971109653,64.0,0,715,81.62734703132543,93.7776911076443,2025-08-19 11:38:44
