Total_Cases,Total_Calls,Average_Calls_Per_Case,Median_Calls_Per_Case,Min_Calls_Per_Case,Max_Calls_Per_Case,Std_Calls_Per_Case,Analysis_Date
1523,6335,4.159553512803677,3.0,1,27,2.9729649668435902,2025-08-19 11:38:43
